business_vintage_months,industry_type,avg_monthly_gst_turnover,avg_monthly_bank_balance,num_cheque_bounces_last_6mo
21,Manufacturing,449425.12462563324,165498.43304923526,3
56,Retail,343633.5188415508,176092.25548060585,1
106,Manufacturing,228548.54675942613,162775.88783206875,2
91,Retail,389697.44386204745,150217.04325247614,1
62,Retail,246669.52665721293,187109.74900345522,4
34,Service,322569.8137811523,123949.90304963995,0
83,Retail,483667.46308594046,244269.11580073164,4
97,Retail,156871.76123619458,103599.35161558632,2
74,Service,282421.80782334635,190569.40599585793,2
52,Retail,340827.16409020306,218933.57086517944,2
118,Retail,376469.8334664674,141168.91230197984,2
99,Service,175876.60926391272,94351.13444309181,1
115,Service,146420.9731424982,207776.47946411773,2
67,Service,409074.9351990426,160169.76550251275,2
74,Retail,227958.51431961625,190665.80363008718,1
81,Service,223771.74920026847,144527.27005813413,2
21,Retail,455024.96727721667,236596.23411611986,4
95,Retail,306970.23147318227,44149.59738968259,4
95,Service,307623.8227681574,168808.87756418673,3
53,Retail,282020.05548484676,217087.47418757988,4
90,Retail,177601.793325683,155266.95224146981,0
44,Service,367569.6949394388,165117.93465084556,0
105,Service,340945.0521925624,128299.40937164958,0
38,Service,316869.1325339433,151034.42539333086,1
99,Retail,288367.6960723742,66407.16934318475,4
106,Retail,270768.0350661713,114078.43336901543,0
28,Retail,391248.3389547415,110662.24364488859,3
15,Retail,285870.6936793905,183456.1995514649,1
74,Service,293593.8961466111,121431.51203561327,3
105,Manufacturing,352989.31548837735,122876.22250300899,4
39,Service,320796.09306803864,131103.83198574302,2
57,Service,464227.60575404385,112567.76487423413,3
100,Service,123863.32225266958,163451.11346308485,2
15,Service,329990.7438367263,168881.57347164548,1
24,Retail,229439.4219527831,191250.92898608797,3
63,Service,205791.34652450707,182637.50411439713,3
101,Service,254293.57939556523,177637.88724923503,1
6,Retail,305467.94084817613,133551.58330012782,1
74,Retail,309906.90759234095,130344.81248310606,0
114,Manufacturing,148269.3784321507,106439.44988257719,4
9,Retail,245891.61703221806,105537.81555529493,3
21,Retail,328122.1551476459,159713.07048396303,3
29,Service,212306.95492163455,114029.19796099595,1
85,Service,188521.60952834846,223416.20666779796,1
7,Service,74386.76925070555,148124.95884627535,4
118,Service,233680.65516246413,225069.505357977,1
97,Retail,185037.08010491863,178588.35272855836,2
37,Service,201606.7116889942,111138.17827641443,2
96,Retail,272817.96967203467,146897.69057090912,2
89,Manufacturing,240017.11234571022,66327.38294411419,2
29,Service,183376.2106140694,159521.26775326426,4
17,Retail,88415.84347667731,115711.57960773414,3
55,Retail,330231.1305147643,94327.09958923694,2
40,Retail,375282.7213808473,226107.33792740235,1
38,Retail,260325.50210056265,201529.38704921436,2
38,Retail,273422.4303545723,200151.94893812313,4
66,Service,300281.05156861234,189105.56383254722,1
56,Service,457878.35766122513,88255.54779371085,2
48,Retail,143229.2206174229,129976.02535965812,3
106,Retail,258551.02741274305,133024.81792650564,1
17,Retail,127802.70358672805,64513.14629505343,1
72,Manufacturing,336231.84587355587,122149.94525780054,3
70,Retail,285604.1606211989,122695.10121914782,1
38,Service,320299.2112936078,156299.9473747481,2
45,Manufacturing,315312.2562591077,276619.38001191715,1
79,Service,399070.8253703516,148955.18616976307,2
48,Manufacturing,353813.2964568466,156325.72272848338,3
49,Retail,383050.7957660088,137489.4863617929,0
34,Manufacturing,193446.5310103056,186885.64400268722,3
18,Retail,419317.08649751445,96304.13956771114,2
17,Retail,227763.72605110006,244801.87475769693,4
100,Service,233513.04573760193,143792.03962665904,3
51,Manufacturing,327084.25773529947,130240.50834844678,4
7,Manufacturing,330191.82630492764,198501.85368318998,4
119,Retail,192814.31977675215,105453.87039775733,2
40,Retail,282672.0708226103,185962.54915276667,2
92,Manufacturing,448823.53168694756,220258.50277976802,0
86,Retail,153166.3438465905,137932.86137984955,1
95,Service,448521.9241012726,252642.08065399356,3
13,Manufacturing,275830.15485835104,182214.57631306272,2
98,Service,66224.51665648469,182834.71298322146,3
31,Retail,163326.82665170936,218293.2667592995,4
79,Service,203652.24622648064,231536.74773181867,1
95,Retail,237607.06992172578,163091.949320319,0
39,Manufacturing,289528.6741374662,189845.27206884688,3
110,Service,29651.987023842812,219817.0746580464,1
12,Manufacturing,318680.43924776535,91909.44618192814,0
73,Retail,194490.94916751157,63524.88001836761,3
63,Manufacturing,439052.25716010586,147122.30397970477,1
119,Service,272982.32792560256,62325.43212903102,2
114,Retail,394284.617173273,134300.2451846024,3
80,Retail,411034.8979914293,165718.67670995687,1
34,Service,408327.32434662164,136218.06169724365,0
41,Service,243359.32570375144,142920.34759481545,1
94,Manufacturing,242079.98422786762,99916.67431895374,2
26,Retail,277502.6700711685,189407.1771985472,3
41,Retail,363623.73753789254,96826.83164388302,3
15,Service,248930.47302458374,44854.91344724833,3
106,Retail,288073.75264097523,139633.061373339,2
78,Service,327359.381633945,195750.99624599778,0
29,Manufacturing,209510.80739521334,153991.53959414884,3
69,Manufacturing,203189.17116708824,91760.14924598826,0
104,Manufacturing,284173.61185960093,155097.5483703168,1
54,Service,297417.8814951642,171915.1852384175,0
104,Retail,343388.54800016433,154515.83457594633,0
117,Service,367188.6574951556,136770.7876555707,3
41,Service,190093.71794283512,174301.93408213742,4
87,Manufacturing,218791.50680564353,63078.654858992726,4
118,Retail,202924.77124368981,105302.23046187097,2
108,Service,441244.7401591422,84739.59510973448,2
101,Retail,287972.94097974646,217419.31859940782,4
29,Service,301612.9295245021,185601.58604941936,1
28,Manufacturing,305777.4364013513,159256.25171570087,3
67,Service,228432.99862823606,77468.91733235959,3
101,Retail,456426.9518946031,187207.38944740596,1
42,Manufacturing,341102.6654818728,219327.0067495908,1
17,Service,303959.0529777949,178574.7368231781,4
118,Retail,189474.3578849434,148241.12917482216,2
60,Retail,183806.7508343755,181585.90159253078,1
18,Retail,269109.24683942314,163645.80571263444,2
28,Retail,230000.820642817,196303.81168198693,0
94,Manufacturing,193255.5654453448,195184.28208964766,3
104,Service,262904.1980428445,138946.72316948368,4
110,Manufacturing,278357.1971724111,116967.9308557945,3
35,Retail,314178.54204602697,130008.85296569111,4
22,Retail,249608.0528625737,176792.5167502467,0
118,Service,199239.9305339969,133028.01741010958,3
67,Retail,202707.9114008753,112473.51909230882,0
89,Service,421297.2729226188,149952.33143733966,4
117,Manufacturing,174824.23136382576,205372.84653344756,1
94,Service,336318.229829127,156755.40335670317,3
91,Service,351954.63297743956,136189.10019997862,0
18,Retail,287872.45241643314,166021.58964733826,3
64,Retail,476782.90584051784,154201.9604524934,3
24,Retail,350171.8993027699,53318.147949516104,3
54,Service,484290.30483046506,184837.95715095795,2
105,Retail,234893.59980851278,170372.92199735547,0
17,Retail,236605.45901065815,150808.58994728728,0
66,Service,352753.7158680015,203117.83503614602,3
110,Retail,273853.43626807973,210649.9682125099,1
24,Retail,468566.54248920176,189938.43307367756,3
81,Retail,334170.03836309374,107484.95919822328,2
14,Manufacturing,195542.57801432844,109214.44446865201,4
76,Service,126318.35914559744,205866.7770000992,2
33,Service,292176.14076567354,56138.80365274001,1
83,Retail,291087.68704667664,142557.62424189431,3
100,Manufacturing,331376.5923308387,171991.2903515541,0
57,Service,421069.0573755903,62479.61322762478,3
88,Retail,407911.33039939275,161717.16194251497,1
116,Manufacturing,242109.89676635672,197721.45382929762,0
21,Retail,170618.05981955788,75721.19649482622,2
74,Service,176587.88649909297,232908.5103347079,4
104,Service,226319.82946786215,99508.4961950545,4
17,Retail,263326.8451960981,178736.8123238515,3
30,Manufacturing,330506.2138965167,145820.17858206836,2
57,Service,219903.240310402,153475.78118502256,1
90,Service,328039.19711133145,85825.24321629218,4
105,Retail,336204.0145859052,213023.64811765295,2
58,Retail,314334.3882595889,166294.17316751168,3
28,Retail,187137.7002987305,231042.0088451578,0
21,Service,346782.6725235958,87129.13897104867,3
62,Retail,508126.9628766723,140938.2683060653,3
44,Service,324589.68269129045,160476.46198511036,2
114,Service,4692.4899348730105,153019.15736474624,4
58,Retail,424087.95720469026,183339.267233621,2
47,Service,229725.22233006137,140304.07290380623,0
63,Retail,526571.2690495693,256101.3023150343,2
44,Manufacturing,311636.34513659606,151992.116109409,1
19,Service,131529.93060141744,5792.278211883298,3
100,Retail,93530.25100412476,154210.0504169686,4
10,Retail,453974.07626758784,213073.19924330915,0
40,Service,410590.4985917272,103834.6949074733,3
92,Service,522601.88857666904,100662.24054143818,2
98,Service,301092.44855735556,107980.5146830205,1
112,Service,294347.01166203193,96176.15950114354,2
80,Retail,261728.12078414427,126029.91431470029,3
23,Retail,234170.97587407794,195464.861317461,0
116,Retail,260757.04455421845,226316.6364206347,4
81,Service,321746.3332324029,28787.483803139985,3
14,Manufacturing,215609.9213087898,131077.26732112712,0
79,Service,133071.06531260166,165134.89971883665,3
63,Retail,315987.6634014178,160133.91816925953,1
113,Service,213380.44013065682,244996.98333114444,2
22,Manufacturing,-23943.772494006902,49465.304520896636,4
107,Service,355256.7390657011,20546.80326557503,0
12,Manufacturing,189194.09618829715,253110.62620191282,4
51,Retail,366178.9454690735,187671.6846623668,4
18,Retail,363784.81065159815,121431.42065235449,4
45,Manufacturing,328359.0011522833,158579.93865339775,0
47,Service,549681.7840356496,162160.88112805333,0
14,Retail,286194.81500276225,120223.96048320102,4
55,Service,271436.04325014114,157088.9185345717,2
32,Manufacturing,368367.24214169174,167740.668733006,3
71,Service,294455.2637886207,250776.51306814124,4
10,Service,416049.3537394009,198172.56111427705,1
34,Retail,173119.40924244776,236966.15701210377,4
42,Service,174782.555253566,82821.42581635529,0
43,Service,376580.94913262175,132640.13701910712,3
88,Manufacturing,183518.90606613964,162112.34919658126,1
13,Manufacturing,360909.8606442714,53944.96234335186,3
117,Manufacturing,337000.28462103655,209092.966905464,3
114,Retail,230551.17139723367,182110.4886155631,1
70,Service,336717.0160233434,131642.0740023068,4
91,Service,176540.75542157606,140833.28282496074,4
22,Service,200010.00737362995,212693.3444411874,4
76,Service,276281.22615879343,110228.10261815172,2
94,Manufacturing,307892.78190722206,214709.26748311438,4
50,Service,269636.14630121423,137398.0631706856,1
9,Service,343311.5963873111,187799.80263884584,2
41,Retail,338846.6415048291,154338.21027894935,4
75,Retail,452936.68083481444,261659.69233255927,2
36,Service,290471.4652854996,105630.3804946237,1
24,Service,419456.3431184129,121335.8688711533,4
66,Retail,392072.5512893893,74693.72611555844,0
113,Retail,529397.7283293149,95162.14164853396,1
59,Service,287274.1980097726,185656.4053847258,3
44,Retail,257964.1278547012,230008.18194325306,3
96,Retail,425769.4222243733,191324.04351801384,1
79,Retail,338543.2571741262,149730.42501365667,3
95,Retail,428165.92167838995,105319.27491719731,1
24,Retail,371679.87979895,194920.9335813575,0
44,Retail,89323.79086005042,102569.90474070812,1
72,Service,337632.1777031183,82552.41328471203,4
50,Manufacturing,331121.58979514893,134576.53333950476,4
18,Service,313310.6902463963,48302.96915557519,2
119,Service,286775.6945876617,80930.75627238756,3
97,Retail,140785.64722056722,244299.51679414103,3
63,Retail,387417.6917238323,71659.57877707989,1
25,Service,337376.8428093495,90592.58094770943,3
97,Retail,410195.6697397424,153591.64538533322,4
77,Service,146124.4475724747,156195.19400150076,0
66,Service,350713.44895452686,138268.7851310573,1
110,Service,276534.0662453437,49831.31255544424,3
44,Retail,314378.80099255295,192424.46638188948,4
6,Retail,277684.0365819109,127847.33001210017,2
8,Service,354360.792748013,211022.47610874506,3
82,Retail,283712.68790084205,117759.11892355763,0
97,Service,194808.50749443108,199124.71695702884,0
67,Service,308642.5418786191,214804.17245397175,3
68,Manufacturing,278582.54628644994,126652.886212309,3
118,Retail,291660.63788711163,194022.50970528234,4
30,Manufacturing,-18781.147604014317,83572.76609418014,3
61,Service,368263.60835687054,163184.47435347468,2
38,Retail,268533.6382653219,211111.38541774196,4
43,Retail,165184.64259817344,175924.6422982062,1
11,Service,392256.3516848142,270311.19614266197,2
63,Retail,363636.572775293,178717.8996145578,4
49,Retail,267267.9803725144,131736.43736962494,4
50,Retail,184783.06204799813,292044.31965007493,0
37,Manufacturing,317803.07346793724,231685.05086737752,4
50,Service,312310.6084587609,69854.62191008017,2
66,Service,392433.4282991782,110791.81975358428,3
52,Retail,255626.44851395098,98092.09464793382,2
26,Retail,419492.2134864996,182281.48022545277,1
85,Service,245974.69966642326,178557.90184083942,4
90,Service,165416.82154575782,178172.59661977497,4
80,Retail,186771.72445227188,68504.52702505246,4
106,Service,293758.84608643845,118095.42266974754,4
41,Manufacturing,293448.5490941268,142535.73726381778,0
104,Service,332786.1140750776,58903.9725339639,0
24,Service,290962.59688815585,106408.61167210547,3
25,Manufacturing,397731.85160643293,217821.6855082866,4
62,Retail,273890.5901537424,72296.20010152058,1
23,Service,100372.37351285838,222763.02468592406,3
52,Manufacturing,287890.3311534206,204557.4546267751,4
110,Retail,99322.13122335187,135463.13900977594,0
54,Service,327139.0980997698,117556.35003161576,1
19,Service,405719.2998984916,191591.381107265,3
20,Service,201377.5513717481,110612.99195521846,1
36,Service,441855.668639185,113100.1025026938,4
6,Manufacturing,384283.12447284313,148806.57979976357,2
59,Service,420648.0155415055,43488.3202106541,1
8,Retail,318956.3856434631,77501.2200799147,1
21,Manufacturing,200723.48242481795,134216.93754992585,0
92,Retail,378081.54278141377,173784.80161062998,4
62,Retail,237539.90932316598,109921.30309606607,1
80,Service,311788.4506103355,140119.47609891588,4
17,Service,282864.90071963816,69327.0295931184,0
79,Service,412469.5856796896,196624.192613516,4
101,Manufacturing,373032.7005923329,161004.11647804908,0
21,Service,291943.4201687629,165427.29513196085,0
77,Service,104839.28064598472,174412.53089924477,3
107,Retail,236477.25334707988,153906.37517473928,4
81,Manufacturing,370422.2289484417,125811.36207130004,2
29,Manufacturing,328011.02610465843,206482.72743601544,3
33,Service,149677.80655871384,157844.05738803864,0
13,Retail,119341.20275311108,141714.02856632878,2
97,Retail,319550.9150157457,149567.2673039748,1
41,Retail,194294.2832284224,148501.746675563,1
95,Retail,203920.3539162423,141211.7198037344,3
13,Retail,367260.7728782654,172305.31812539537,2
63,Manufacturing,420223.8780415674,103206.98889388157,4
65,Service,224929.79729637015,106860.4482129846,2
55,Retail,295523.96923878265,177963.18447143177,3
33,Retail,292575.3334015639,142738.0329636102,4
97,Retail,283579.5895303483,198569.6551071548,4
106,Retail,304059.84761562984,170443.95003159318,1
46,Retail,375649.8927840156,122368.60449618839,2
105,Retail,232607.56532704044,178754.81815643373,4
69,Service,147472.24654839336,209859.5478979468,3
32,Manufacturing,469000.99336037604,172348.9778060627,1
68,Retail,408942.19244900503,183279.24715333982,4
22,Service,189636.2128750602,141411.45746982985,2
78,Manufacturing,313563.20087759534,199651.99414402514,1
38,Retail,401070.2164586111,120965.47925351781,2
89,Retail,374904.3944526039,166927.15128702583,2
82,Manufacturing,346201.3309929285,278475.3076217966,2
97,Retail,282977.3108408256,176944.052801283,1
117,Service,472730.3925061958,128964.43847040657,4
34,Service,322085.887245946,128835.38791543002,0
18,Retail,248504.07406793098,146432.91513548276,4
51,Retail,387107.5728845595,192562.28908647056,1
40,Service,309605.86419514206,157288.87545836912,0
11,Retail,334979.7727253622,117573.60933808016,0
87,Retail,320314.92015912075,117485.1503605655,0
74,Service,349677.55737669097,157602.466551149,3
52,Service,202154.3746600793,152119.74933693954,1
30,Retail,154889.36128299916,172748.80845595105,3
71,Manufacturing,443413.2723233584,195874.49478924472,0
15,Retail,324958.4561789169,286367.98512047494,3
61,Manufacturing,377084.72774085787,76898.32416161998,3
35,Service,124024.07798223739,184343.10636432207,1
119,Service,406668.3108714503,154915.3854194145,2
114,Service,247851.43546442324,57771.18844447058,3
10,Manufacturing,219378.18331909555,212476.53618258637,3
38,Retail,293662.68323680136,171058.66132909738,0
70,Service,202201.9789457475,189990.31464100783,0
23,Retail,299826.8301774393,65029.05274511587,0
101,Retail,286366.1652985513,138979.15362508956,4
116,Retail,406039.59052338824,96040.1527552852,3
54,Manufacturing,451334.450213947,258155.0471340306,0
16,Manufacturing,448151.5792841583,207227.51728721906,1
90,Retail,73548.50206038836,115951.6108357269,4
31,Retail,206483.3170156715,73168.05495251989,2
68,Service,72511.32361776379,159702.75331918776,3
94,Service,180645.7725564969,204621.100114718,3
91,Retail,235048.17890961686,63247.31972820354,1
64,Service,341056.16152269434,103411.26645034153,2
32,Service,248006.67655074596,94720.76454930205,2
54,Manufacturing,250792.9929051354,193347.30829552936,4
82,Retail,318176.4683199763,131508.54557277437,3
38,Service,129069.0354792189,133603.17388112473,0
103,Service,216140.68470361363,158732.73403194838,1
110,Service,249644.33741826273,106085.95938354929,1
104,Service,279759.8011368656,77815.66316362176,1
6,Service,307695.3990225545,218484.25811801426,1
26,Retail,450064.97897330415,223124.2854239797,0
117,Manufacturing,390833.6161081095,158979.12297315893,0
60,Service,223068.99755080653,162607.775283381,4
11,Retail,273867.0940548532,213050.6988290004,3
97,Service,267056.0862907877,157832.677830187,0
86,Retail,248584.74834792563,129046.10470281771,4
74,Retail,327251.582582091,151966.95633887316,2
100,Manufacturing,114022.04470290919,219658.43185837363,3
10,Service,388071.4388006484,152666.0834214403,0
107,Service,469355.0790715355,116530.87326732237,2
8,Retail,273015.94593281834,157350.1024642549,4
58,Service,271063.55748821713,182811.1568767882,0
28,Retail,315704.42472086713,176812.67474528492,0
106,Retail,401938.597696021,177641.19740358047,2
58,Manufacturing,267570.6283182758,108666.11604332848,0
42,Service,393394.5166101736,188505.17832792283,1
79,Service,348849.4672453243,151423.29696061445,0
79,Retail,536161.144400469,114410.44162652724,3
88,Manufacturing,267133.7984837704,188107.58568260167,2
22,Service,102399.95522791662,127318.0575541618,3
90,Service,156706.0879314486,71285.13257222234,4
83,Service,301192.82374001574,99969.8809444839,3
78,Retail,402788.20940207515,140918.15334764586,1
115,Retail,234749.08595792763,178915.11410556396,1
6,Service,276906.755012467,106796.50239559545,3
56,Retail,368484.27373315755,137966.87697812327,4
50,Retail,203476.73991215424,89169.6384168471,0
82,Manufacturing,238873.0600805182,199101.64581199054,1
9,Service,183227.33123897394,235866.5556977776,3
67,Service,417822.8092882562,230464.12622441602,3
70,Service,454167.2811796367,198248.9775243069,3
118,Service,142058.50105069397,193125.49785601307,0
109,Retail,285781.4501011777,46406.023779839874,2
37,Retail,440725.8975064945,158858.66161100526,4
39,Retail,339869.51836222375,125195.3688170046,2
97,Retail,251076.07670009055,194023.31805224504,4
100,Service,145383.78803891013,23120.10621593357,4
77,Retail,415294.45518228645,159648.38513850892,3
44,Service,336051.52149444976,139277.81080837987,1
31,Retail,152701.36122582445,205921.49664657022,3
39,Retail,418989.1053874991,227399.35268373694,0
59,Service,139959.643824213,103557.69914936158,4
8,Retail,277951.3845832588,105814.47820515925,1
55,Retail,273538.5296627871,161524.83106058568,4
17,Retail,461838.13288478355,236688.13457607708,4
70,Retail,273895.38081198477,153007.2338641508,3
59,Service,273535.7313699275,86041.92923228347,1
113,Retail,163692.16551023064,119706.57769183535,1
10,Retail,235960.23209413944,160133.20822317307,4
99,Service,218270.45391193577,162010.1214281978,1
99,Retail,223477.76339953073,114795.61822038134,1
62,Manufacturing,300628.4524891873,118710.46531101891,3
22,Service,56582.36141574074,100921.60027218008,2
117,Service,148976.97545831025,207058.55919268978,0
52,Service,288898.1126392845,108261.24103533052,2
28,Retail,312125.46831039316,126760.28980408581,1
84,Service,276656.72013561043,125337.35417380238,4
106,Retail,295920.55102150387,69702.13762423042,0
90,Manufacturing,259088.33863447487,106829.23475910921,0
19,Retail,298149.5396770337,211406.87996432692,4
71,Service,343414.2220262216,89535.6079104636,0
80,Service,342713.3728687661,101817.88490868162,4
56,Retail,231104.15885415045,83372.71131103704,0
108,Retail,391509.473958295,145469.42198843695,2
43,Service,315710.86945033196,244273.83606331452,0
69,Manufacturing,423221.3956339769,143365.2889236464,3
103,Retail,443287.2431267082,153338.10626771947,4
43,Service,155727.3278626754,110227.63820665056,0
55,Manufacturing,214097.24611312908,146919.0977603864,4
103,Manufacturing,381354.80399705505,211452.51531738078,3
87,Retail,133510.75798710526,157145.46938190868,0
35,Service,442017.6962693373,256588.5041031082,0
84,Retail,265611.7805187337,212973.98561528456,3
96,Manufacturing,357503.3035109018,145684.18272775336,3
56,Service,288360.9337139224,144710.60622039423,3
68,Retail,160761.0472216313,231546.15688118158,4
103,Service,405554.4602131975,156866.27879276144,3
57,Retail,575072.303053733,220446.07801358614,4
43,Manufacturing,248499.17236443082,250145.36700633334,2
102,Manufacturing,267764.14491547574,139789.03160879452,0
93,Service,35090.04567329405,167597.7682967508,0
84,Retail,435150.2903456121,199000.20922831897,1
35,Service,391176.5322842003,188375.00195112597,2
111,Retail,126661.61379450856,188024.53664602508,3
56,Retail,93511.45379531136,83326.30864111325,3
86,Manufacturing,105076.8716834735,107579.16359191004,2
10,Retail,364516.9125372818,125236.64895294062,3
34,Retail,374499.1419614082,210721.04017343378,1
9,Manufacturing,207666.60556312118,88231.2546436557,4
15,Retail,349926.00313827983,226161.33535894196,0
61,Retail,315887.71209911525,188991.70570393413,2
22,Manufacturing,263273.02931457816,207711.5112361387,0
79,Retail,397019.68266853,103523.34613775006,4
22,Service,179506.43987719616,153615.1181345065,2
89,Manufacturing,414753.9213593895,164947.1393065658,4
93,Manufacturing,227147.84459856473,162748.35010113468,3
74,Service,478153.6681967045,164782.87004233588,3
39,Retail,199469.39765185333,136173.6759802444,3
11,Retail,264842.7921399873,156760.35405318296,4
58,Manufacturing,305858.7137542353,201678.19775325933,4
71,Manufacturing,305231.8547822483,91674.3845779555,4
82,Service,349082.8500618095,227352.50594527018,0
112,Retail,171431.75817533227,199094.94781842237,4
48,Retail,296268.7591753365,101739.90536583334,3
117,Retail,313813.1706402721,169191.80217276607,1
80,Service,247226.1775971873,195074.93880790222,4
116,Service,340405.86174594174,88235.33380571581,1
28,Manufacturing,165363.0086512219,152098.92166883004,3
60,Service,267354.61109493166,146074.2349582497,4
85,Retail,224681.5875596334,117720.97287465527,0
100,Service,267656.9070450981,154617.84183820066,0
80,Service,444703.5459921203,119985.67120186049,1
21,Service,446645.57261574,218715.35344853686,0
13,Service,427041.64605812205,118667.7839336295,0
9,Manufacturing,253774.27199191487,189598.9470006579,0
109,Manufacturing,390761.8276800207,67230.68061899178,3
9,Retail,311236.2126925804,141909.50980750195,0
61,Retail,304558.97035030083,150615.55786756793,2
30,Service,292263.86523808306,140285.44746922347,4
72,Retail,475841.7857379125,130184.08514023045,0
101,Retail,436583.86055564636,116624.24873274387,0
72,Retail,374489.64184470975,187727.03900074516,0
32,Service,282969.90344893734,199972.892754769,2
98,Retail,303956.0758254562,145891.95570716748,0
37,Service,353056.66045377345,95168.12459891802,0
55,Manufacturing,247839.10881459777,239697.46656934137,4
66,Retail,393831.5715964504,106010.12835460596,2
56,Retail,207875.48885570935,77028.88707584263,2
24,Retail,339184.3687997405,49368.90417401149,0
26,Manufacturing,71028.44502073701,154972.59484563302,2
10,Retail,244938.147339787,139129.1807242382,1
87,Retail,507767.71329194435,201547.83245731698,2
97,Retail,403619.1494391911,180554.22817227736,2
47,Service,453546.8449934524,164510.06122925188,2
66,Service,233269.2332645618,136431.6402268625,3
27,Service,310377.2836800436,205498.86360988332,3
26,Manufacturing,428199.22530943045,243369.49508762662,3
75,Retail,363309.4934705377,200448.95995649518,2
6,Manufacturing,350856.5877358319,126823.4184575395,1
10,Retail,463058.1970330063,189078.27769410875,2
110,Manufacturing,195954.5034386072,129895.51372663926,0
17,Service,281576.1960554497,94746.63420700128,1
95,Manufacturing,124591.44373306457,105048.04689390273,3
51,Retail,190489.39480643987,132091.0797931127,4
39,Retail,407418.5392178971,155197.9839481772,1
54,Retail,208265.07338078765,253029.05762877295,3
83,Retail,373552.4254125097,105915.52621940662,1
95,Retail,465848.5041968081,216174.4244845664,1
50,Retail,282206.1825008061,134137.02241537155,2
32,Retail,351986.34397998126,49180.75062773282,0
78,Service,374331.21295429196,124713.69985348311,4
31,Manufacturing,177850.49369334348,208834.84965838454,3
52,Service,238354.7654698953,167233.4759664618,1
91,Retail,199633.87883281978,170222.55993319783,4
116,Service,246327.68899169713,216425.200442219,1
61,Retail,371611.06980810995,98183.18555321361,0
99,Manufacturing,240480.32690577084,97412.47849538749,4
112,Retail,296484.6773068183,36813.5695351788,3
68,Service,195753.83830687645,193854.10356213924,1
53,Manufacturing,422642.21645337023,178124.21168148017,0
66,Manufacturing,245489.0009776663,186198.3259795557,4
86,Service,452298.05519099545,90849.43879716098,1
31,Manufacturing,306092.90938493604,69787.55220400737,1
41,Manufacturing,159300.04220369208,84019.08457833336,3
6,Service,282897.32534543757,103871.38638206478,0
13,Service,193722.31725338358,227697.94544564272,2
118,Service,358934.93773781526,200006.33618912508,1
104,Service,273863.7217673134,127088.96796898398,4
57,Service,316321.0255027354,164962.59966299924,3
84,Service,263064.68899534375,116081.88769261306,3
52,Retail,244465.76961366745,168213.98803908285,1
61,Retail,202637.7990384373,93095.21311290009,1
91,Retail,383622.29368215293,187512.57229869656,1
19,Retail,282684.68982003024,107514.83512078035,2
95,Retail,268530.9106301616,190295.75142715784,1
33,Service,280178.610155784,128628.85459028289,0
92,Retail,232113.82065142255,110496.2023200863,4
83,Manufacturing,268864.85732239747,230649.8358624828,1
93,Retail,320562.9814693488,158847.30924468828,2
7,Retail,196586.3000943235,133890.93144757213,4
114,Service,211064.80069207924,187908.91541756323,3
31,Service,437828.40936226735,83000.44652125574,1
19,Retail,263724.3467200444,205343.17946301794,4
64,Manufacturing,244843.919107599,143027.76467957752,3
61,Manufacturing,165612.83944407245,180039.38578342187,2
12,Retail,385067.76374742395,72606.32694884569,0
8,Retail,194407.41864891566,130878.70209335022,1
116,Manufacturing,298470.7339038542,150229.0069672742,0
28,Service,129181.49306834093,201514.96068092642,2
115,Service,381817.28003641166,184020.55319687413,4
112,Manufacturing,417685.62436185806,130376.14811912915,4
116,Retail,348452.03454780154,165897.38786616907,2
114,Service,146551.98685947031,212828.4550863491,2
23,Retail,383876.2143909231,140000.57582887198,1
43,Service,217265.10003596474,134556.75197823462,3
104,Service,182902.81212783878,55514.767862354376,0
20,Service,261653.89542423468,136046.3832328595,0
69,Retail,259663.23266535107,63018.648065773916,4
94,Retail,249495.13488197105,144283.26604833963,4
106,Service,427367.4247904694,199406.75716213736,1
33,Service,501182.5996442627,44018.02624765923,2
79,Service,163086.34626505355,211710.44123103953,0
44,Retail,231116.76056754097,133488.84366719009,1
62,Manufacturing,314274.8336044957,148641.7566436697,4
22,Retail,261128.35090627725,124879.01099307291,4
108,Manufacturing,339939.8749278516,64338.15587256703,0
91,Retail,391598.53559457953,110850.54128518798,4
95,Service,374936.5942270041,254870.50342247426,4
49,Retail,360973.3567849832,95197.72518732742,3
30,Manufacturing,465909.5520919723,70572.88191372248,2
22,Service,141105.27170838905,157064.55137035516,4
18,Retail,448010.8791954615,145711.17424138417,3
89,Retail,258700.83659102564,133833.5104602176,1
30,Retail,378512.5220675627,150722.3971676128,4
73,Retail,197033.37717205565,182210.13053480783,1
15,Manufacturing,209150.36081067222,120641.8200107343,4
72,Service,366211.72914820275,159720.51041413084,0
110,Service,107126.99772501545,201193.73310650018,3
114,Service,398944.2078288313,100235.56666226024,3
23,Service,425996.3502341588,33890.93280306854,0
116,Retail,317778.48538289603,183540.42460479581,2
105,Retail,314176.1035578557,275148.12878014863,3
116,Service,216636.3855091548,149632.26731755922,1
91,Manufacturing,367444.94024036685,160096.6100532978,3
39,Retail,334766.5246407426,135209.57834530048,2
116,Retail,207849.46039761772,229403.04207551296,1
13,Service,260852.0049911808,146112.15335275666,1
45,Manufacturing,284066.45753041963,140671.79199925324,0
118,Retail,260719.7803480813,195543.19071346015,4
113,Service,163708.8586650025,125786.35189015891,0
88,Manufacturing,369902.03085838957,85765.31494620728,4
47,Retail,275648.95440981054,194115.0189772847,0
